bodies,run 1,run 2,run 3,avg
1.00E+04,0.1429429054,0.1465499401,0.1464509964,0.145314614
1.00E+05,1.529577971,1.520823002,1.530771971,1.527057648
1.00E+06,17.15911913,17.16855407,17.1989491,17.17554077
